Publication Year,Document Title,ISSN,Journal Title,Volume,Issue,<1999,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Subtotal,>2024,Total
2014,Comparing the aggregation bias in the input-output model and the social accounting matrix model,14664291,Applied Economics Letters,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,3
2014,Poisson analysis of suicide in Japan using municipal data,14664291,Applied Economics Letters,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2
2014,Effects of fiscal policy on private consumption: Evidence from structural-balance fiscal rule deviations,14664291,Applied Economics Letters,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3
2014,The transition from state to arm's length cultural policy in Lithuania,16484460,Transformations in Business and Economics,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Search and nonwage job characteristics,0022166X,Journal of Human Resources,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,5,2,2,2,2,21,0,21
2014,Management innovativeness: A case of Slovenian small and medium enterprises,16484460,Transformations in Business and Economics,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,5,0,5
2014,Development of pro-eco activities: Possible malfunctions and searching integrity for responsible business performance,16484460,Transformations in Business and Economics,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,3
2014,The effect of banning affirmative action on college admissions policies and student quality,0022166X,Journal of Human Resources,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,3,3,4,3,6,27,0,27
2014,Relative deprivation and risky behaviors,0022166X,Journal of Human Resources,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,6,1,6,5,27,0,27
2014,The people against Europe: The eurosceptic challenge to the United Kingdom's coalition government,14685965,Journal of Common Market Studies,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,9,5,3,4,0,4,2,1,41,0,41
2014,Visiting an old battleground in empirical industrial organization: SCP versus NEIO,14664291,Applied Economics Letters,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,6,0,6
2014,Who are the Europeans? European identity outside of european integration,14685965,Journal of Common Market Studies,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,5,6,4,1,5,1,0,28,0,28
2014,"Structure, capacity or power? Explaining salience in EU decision-making",14685965,Journal of Common Market Studies,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,2,1,0,1,2,15,0,15
2014,"R&D, export and productivity: Testing the Bustos model on Danish data",14664291,Applied Economics Letters,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,5,0,5
2014,"Health insurance tax credits, the earned income tax credit, and health insurance coverage of single mothers",10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,4,0,4
2014,On the power of bootstrap tests for stationarity: A Monte Carlo comparison,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2
2014,Does lecture attendance affect academic performance? Panel data evidence for introductory macroeconomics,14773880,International Review of Economics Education,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,4,8,3,4,4,4,38,0,38
2014,Earth-economics: A closed economy approach with real world data,14773880,International Review of Economics Education,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2014,"Crony capitalism: Rent seeking, institutions and ideology",14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,4,8,8,11,3,6,49,0,49
2014,Do natural disasters enhance societal trust?,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,7,6,12,21,15,12,17,102,1,103
2014,Does Income Inequality Derive the Separatist Terrorism in Turkey?,14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,2,2,1,2,13,0,13
2014,Regional disparities in self-reported health: Evidence from Chinese older adults,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,5,6,1,2,2,2,31,0,31
2014,Introducing the Literaturematic.Com: Survey of Defence Economics,14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,"Household food consumption, individual caloric intake and obesity in France",3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,1,0,0,9,0,9
2014,Gender Differences in Italian Children's Capabilities,14664372,Feminist Economics,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,1,5,3,3,1,2,25,0,25
2014,Beta-product dependent Pitman-Yor processes for Bayesian inference,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,0,0,3,2,2,18,0,18
2014,"Zero lower bound, ECB interest rate policy and the financial crisis",3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,2,1,2,1,0,0,14,0,14
2014,The effect of political connections on credit access: Does the level of financial development matter?,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,5,4,16,0,16
2014,Fertility and wars: The case of World War I in France,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,4,4,7,24,0,24
2014,Strategies and evolution in the minority game: A multi-round strategy experiment,10902473,Games and Economic Behavior,86,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,0,2,2,12,0,12
2014,A moral hazard approach to wage discounts under informal hiring,14679485,Scottish Journal of Political Economy,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,The effect of blended courses on student learning: Evidence from introductory economics courses,14773880,International Review of Economics Education,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,7,3,3,2,6,1,33,0,33
2014,Counting Care Work in Social Policy: Valuing Unpaid Child- and Eldercare in Korea,14664372,Feminist Economics,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,8,2,3,2,21,0,21
2014,"Feasibility, stability, and multiple research joint ventures",14679485,Scottish Journal of Political Economy,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Do they know what is at risk? Health risk perception among the obese,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,4,3,5,2,1,26,0,26
2014,Compensating the dead,3044068,Journal of Mathematical Economics,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,1,11,0,11
2014,Investigating the Desirability of Navy Aircraft Service Life Extension Programs,14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,5,0,5
2014,Do scarring effects of low-wage employment and non-employment differ between levels of qualification?,14679485,Scottish Journal of Political Economy,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,2,2,1,13,0,13
2014,"Learning, pricing, timing and hedging of the option to invest for perpetual cash flows with idiosyncratic risk",3044068,Journal of Mathematical Economics,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2
2014,The Impact of Changing Family Structures on the Income Distribution among Costa Rican Women 1993-2009,14664372,Feminist Economics,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2
2014,On the performance of monetary policy committees,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,2,2,3,15,0,15
2014,The Deployment of the Japan Self-Defense Forces in Iraq and Public Trust Among Different Ideological Groups,14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Double Trouble: US Low-Wage and Low-Income Workers, 1979-2011",14664372,Feminist Economics,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,0,4
2014,Comparative fiscal illusion: A fiscal illusion index for the European Union,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,4,4,1,6,2,25,0,25
2014,Maximum likelihood estimation of partially observed diffusion models,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,5,0,5
2014,Modeling the effects of immunizations timing on child health outcomes in India,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,0,4
2014,Why does monetary policy respond to the real exchange rate in small open economies? A Bayesian perspective,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,5,0,5
2014,Government popularity and the economy: First evidence from German microdata,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,4
2014,How frequent are small price changes?,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,2,4,8,3,1,5,4,41,0,41
2014,Equilibrium dynamics in a class of one-sector endogenous growth models with external habits: An application of special functions,3044068,Journal of Mathematical Economics,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4,0,4
2014,Sticky information and inflation persistence: Evidence from the U.S. data,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Choosing and using payment instruments: Evidence from German microdata,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,7,3,2,3,4,27,0,27
2014,Property taxes and home prices: A tale of two cities,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,5,13,9,14,14,11,14,93,0,93
2014,Adaptive dynamic Nelson-Siegel term structure model with applications,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,3,2,1,2,1,1,21,0,21
2014,The Institutional Basis of Gender Inequality: The Social Institutions and Gender Index (SIGI),14664372,Feminist Economics,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,2,8,6,8,5,10,5,59,0,59
2014,"International Security, Multiple Public Good Provisions, and The Exploitation Hypothesis",14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,0,4
2014,Bayesian unconditional quantile regression: An analysis of recent expansions in wage structure and earnings inequality in the US 1992-2009,14679485,Scottish Journal of Political Economy,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,7,0,7
2014,The effects of global shocks on small commodity-exporting economies: Lessons from Canada,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,10,8,4,8,9,10,66,0,66
2014,Variance trading and market price of variance risk,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,5,2,5,3,2,1,28,0,28
2014,The trend over time of the gender wage gap in Italy,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,1,2,11,0,11
2014,From social capital to health - And back,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,7,8,4,3,8,3,5,5,56,0,56
2014,Therapeutic substitution post-patent expiry: The cases of ace inhibitors and proton pump inhibitors,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,2,3,1,13,0,13
2014,Conceptualising work in economics: Negating a disutility,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,3,2,2,15,0,15
2014,Joint production and delivery lot sizing for a make-to-order producer-buyer supply chain with transportation cost,13665545,Transportation Research Part E: Logistics and Transportation Review,66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,1,2,2,1,2,2,2,25,0,25
2014,The effects of health status and health shocks on hours worked,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,4,2,7,6,6,35,0,35
2014,The structure of competitive equilibria in an assignment market,3044068,Journal of Mathematical Economics,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2014,Resolving debt overhang: Political constraints in the aftermath of financial crises,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,11,10,12,16,12,12,93,0,93
2014,Missing import price changes and low exchange rate pass-through,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,0,0,1,10,0,10
2014,Are estimated peer effects on smoking robust? Evidence from adolescent students in Spain,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,7,0,7
2014,From dual processes to multiple selves: Implications for economic behavior,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,13,22,11,10,12,7,9,103,0,103
2014,A golden formula in neoclassical-growth models with brownian-motion shocks,14679485,Scottish Journal of Political Economy,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2014,European identity and support for european integration: A matter of perceived economic benefits?,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,10,7,6,6,4,5,49,0,49
2014,Persistent liquidity effects and long-run money demand,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,0,9,0,9
2014,Free trade agreements and the consolidation of democracy,19457715,American Economic Journal: Macroeconomics,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,4,0,3,5,4,4,5,36,0,36
2014,Welfare comparisons of income distributions and family size: An individualistic approach,3044068,Journal of Mathematical Economics,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Adam smith on monopoly theory. making good a Lacuna,14679485,Scottish Journal of Political Economy,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,3,3,2,13,0,13
2014,Detecting big structural breaks in large factor models,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,5,4,6,11,7,11,12,15,82,0,82
2014,Framing the willingness-to-pay question: Impact on response patterns and mean willingness to pay,10991050,Health Economics (United Kingdom),23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,5,0,1,3,22,0,22
2014,An active-learning exercise on learning negotiation as a way to mitigate the gender wage gap for introductory microeconomics,14773880,International Review of Economics Education,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,3
2014,The predictive power of yield spread: Evidence from wavelet analysis,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,4,1,1,2,18,0,18
2014,Competition between judaism and christianity: Paul's galatians as entry deterrence,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,The tradable pollution permit exercise: Three additional tools,14773880,International Review of Economics Education,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2014,Measuring the effects of monetary policy in Pakistan: A factor-augmented vector autoregressive approach,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,7,0,7
2014,Regional unemployment and norm-induced effects on life satisfaction,3777332,Empirical Economics,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,1,5,3,3,23,0,23
2014,The Demand for Military Spending in Egypt,14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,2,3,0,3,0,16,0,16
2014,Privacy and freedom: An economic (Re-)evaluation of privacy,14676435,Kyklos,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A score-test on measurement errors in rating transition times,3044076,Journal of Econometrics,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,On the Determinants of Terrorism Risk Concern in Europe,14768267,Defence and Peace Economics,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,5,0,5
2014,"Climate change, hydro-dependency, and the african dam boom",0305750X,World Development,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,10,7,11,8,2,2,55,0,55
2014,On the beliefs off the path: Equilibrium refinement due to quantal response and level-k,10902473,Games and Economic Behavior,86,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,0,8,0,8
2014,How activating cognitive content shapes trust: A subliminal priming study,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,1,2,1,1,4,1,19,0,19
2014,Growing forward with agricultural policy: Strengths and weaknesses of canada's agricultural data sets,17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,3
2014,On confident men and rational women: It's all on your mind(set),1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,4,4,3,3,0,4,23,0,23
2014,Time to Unbridle U.S. Thoroughbred Racetracks? Lessons from Australian Bookies,15737160,Review of Industrial Organization,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
2014,"Off-farm work, intensity of government payments, and farm exits: Evidence from a national survey in the United States",17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,3,3,3,6,2,4,31,0,31
2014,Canadian hog supply response: A provincial level analysis,17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,4,0,4
2014,"Yeast or mushrooms? Productivity patterns across Swedish manufacturing industries, 1869-1912",14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2014,Raiffeisenism abroad: Why did German cooperative banking fail in Ireland but prosper in the Netherlands?,14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,3,2,2,3,18,0,18
2014,"The Energy-Bias of North-South Technology Spillovers: A Global, Bilateral, Bisectoral Trade Analysis",9246460,Environmental and Resource Economics,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,0,4
2014,A Meta-study Investigating the Sources of Protest Behaviour in Stated Preference Surveys,9246460,Environmental and Resource Economics,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,7,7,4,5,8,6,3,3,54,0,54
2014,Interacting mechanisms of time inconsistency,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,1,1,0,0,1,10,0,10
2014,Impulsive consumption and reflexive thought: Nudging ethical consumer behavior,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,5,7,1,7,4,1,5,40,0,40
2014,"A 'blank cheque'? Portuguese Second World War sterling balances, 1940-73",14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4,0,4
2014,Black Sea and World Wheat Market Price Integration Analysis,17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,4,5,4,0,3,0,23,0,23
2014,Dual-process theories of decision-making: A selective survey,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,8,3,13,8,7,6,4,3,66,0,66
2014,The Influence of Labor Price Change on Agricultural Machinery Usage in Chinese Agriculture,17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,6,4,4,9,30,0,30
2014,Dual criteria decisions,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,2,0,1,0,10,0,10
2014,Unilateral Climate Policy: Harmful or Even Disastrous?,9246460,Environmental and Resource Economics,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,1,5,5,4,13,7,46,0,46
2014,The selection bias in court records: Settlement and trial in eighteenth-century Ottoman Kastamonu,14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,4,0,4
2014,Bid Roundness Under Collusion in Japanese Procurement Auctions,15737160,Review of Industrial Organization,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,1,4,3,3,20,0,20
2014,"Why has Europe Become Environmentally Cleaner? Decomposing the Roles of Fiscal, Trade and Environmental Policies",9246460,Environmental and Resource Economics,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,3,5,5,10,17,6,10,68,0,68
2014,Cartelization Through Buyer Groups,15737160,Review of Industrial Organization,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,6,0,6
2014,Living standards and mortality since the middle ages,14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,6,2,0,5,0,3,25,0,25
2014,The consistency of fairness rules: An experimental study,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,6,2,4,5,2,4,1,37,0,37
2014,"A mirror of history: China's bond market, 1921-42",14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,1,1,1,0,1,17,0,17
2014,The effects of power on prosocial outcomes: A self-validation analysis,1674870,Journal of Economic Psychology,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,1,0,2,4,1,2,0,20,0,20
2014,Can Non-point Phosphorus Emissions from Agriculture be Regulated Efficiently Using Input-Output Taxes?,9246460,Environmental and Resource Economics,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2014,Impact of Genetically Engineered Varieties on the Cost Structure of Corn and Soybean Production in Canada,17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2014,Preferences for certified forest products in Japan: A case study on interior materials,13899341,Forest Policy and Economics,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,6,2,0,21,0,21
2014,The choices of the fire - Debating socioeconomic determinants of the fires observed at Portuguese municipalities,13899341,Forest Policy and Economics,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,1,3,0,13,0,13
2014,Does biofuel harvesting and continuous cover management increase carbon sequestration?,13899341,Forest Policy and Economics,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,7,5,5,7,9,10,56,0,56
2014,On the Stochastic Properties of Carbon Futures Prices,9246460,Environmental and Resource Economics,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,3,4,3,5,21,0,21
2014,Poor relief in Elizabethan English communities: An analysis of Collectors' accounts,14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,1,1,0,9,0,9
2014,Changes in implicit prices of prairie pothole habitat,17447976,Canadian Journal of Agricultural Economics,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,3
2014,"'Such unjustificable practices'?: Irish trade, settlement, and society in France, 1688-1715",14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3
2014,National REDD + reference levels deduced from the global deforestation curve,13899341,Forest Policy and Economics,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,5,0,0,1,0,2,16,0,16
2014,The impact of drought in early fourteenth-century England,14680289,Economic History Review,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,3,5,2,1,1,2,23,0,23
2014,Service logics of providers in the forestry services sector: Evidence from Finland and Sweden,13899341,Forest Policy and Economics,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,3,4,3,1,4,2,28,0,28
